month,opeid,md_earn_wne_p10.reported.earnings,medianEarnings,index_std
2013-03-01,169400,34200,0,0.39494405525665577
2013-03-01,175800,41500,0,0.05915602650139857
2013-03-01,175900,39800,0,0.20085006855625376
2013-03-01,176700,51000,0,0.6606433978748973
2013-03-01,177100,41400,0,0.6788435251928641
2013-03-01,177200,38200,0,0.3356388777546799
2013-03-01,177201,38200,0,0.13782606556352267
2013-03-01,177400,62800,1,1.346813801188819
2013-03-01,177500,56600,0,0.39095648145527656
2013-03-01,177600,51600,0,0.8559063525842571
2013-03-01,178000,41100,0,0.328469161346805
2013-03-01,178600,39000,0,0.1258153315269751
2013-03-01,178700,36500,0,1.1393573779453985
2013-03-01,178800,52400,0,2.990432946903562
2013-03-01,179500,40000,0,0.14729139108720632
2013-03-01,180400,41600,0,0.7675759151133952
2013-03-01,180800,35500,0,1.089127563986606
2013-03-01,183200,40000,0,0.6387527792769546
2013-03-01,183400,37200,0,-1.195165041444036
2013-03-01,183800,38600,0,0.06102733539897098
2013-03-01,183900,42600,0,-0.5928262752559024
2013-03-01,183901,42600,0,-0.14195330598817923
2013-03-01,184000,69400,1,0.028628072743185486
2013-03-01,184200,48100,0,0.23775434835140458
2013-03-01,184400,49900,0,-0.42197126977816934
2013-03-01,184600,38600,0,0.223763025574802
2013-03-01,184700,38100,0,-0.21579772409657152
2013-03-01,185000,41200,0,0.4456005668583417
2013-03-01,185200,40900,0,-0.43984644313364135
2013-03-01,185400,43800,0,0.489063496887992
2013-03-01,185600,41900,0,1.682160116580055
2013-03-01,188100,37500,0,0.9542579340174466
2013-03-01,188700,45800,0,-0.17041392988516046
2013-03-01,189000,41700,0,0.2508863588485645
2013-03-01,189100,36900,0,0.06904893057810646
2013-03-01,189200,48700,0,0.06671433000576688
2013-03-01,189300,40300,0,-0.12017134344050145
2013-03-01,189500,36400,0,0.043594829699367205
2013-03-01,189600,43200,0,0.49359340398283535
2013-03-01,190000,41200,0,-1.5248313856184712
2013-03-01,190300,48900,0,0.6091904940040596
2013-03-01,190500,37400,0,0.44755755583791623
2013-03-01,190800,31100,0,-0.21633131109214254
2013-03-01,191700,26800,0,-0.41320877680060986
2013-03-01,194300,39900,0,0.5502359520027247
2013-03-01,194600,34400,0,-0.43441034826163594
2013-03-01,194800,44600,0,0.7544493996320465
2013-03-01,194900,37900,0,0.2612597009730753
2013-03-01,195000,39300,0,5.938222525378035
2013-03-01,195100,33400,0,-0.48519999141178266
2013-03-01,195200,34100,0,-0.4286896665123906
2013-03-01,195400,44900,0,-0.06174486858094666
2013-03-01,195500,34400,0,0.47613067328684056
2013-03-01,195800,36800,0,-0.518741104435855
2013-03-01,195900,32100,0,-0.4212348764087756
2013-03-01,196000,40000,0,-0.1797315517510181
2013-03-01,196100,45000,0,0.5946697493249448
2013-03-01,196200,33300,0,-0.09440444575087244
2013-03-01,198000,30400,0,-0.5141801092324649
2013-03-01,198700,41100,0,0.09416109604960576
2013-03-01,198900,41500,0,0.2921552904534872
2013-03-01,199900,37700,0,5.944544439919602
2013-03-01,200100,45800,0,0.09770977729842945
2013-03-01,200200,34600,0,0.32447528180214835
2013-03-01,200300,39300,0,-0.03126325389713254
2013-03-01,201500,38400,0,1.192246455850692
2013-03-01,202000,35700,0,0.2274266711619882
2013-03-01,202400,35400,0,-0.34350080595540566
2013-03-01,202500,31600,0,-0.2367615105059252
2013-03-01,202600,29000,0,0.36860013459790775
2013-03-01,202900,52400,0,0.2835688793681556
2013-03-01,203100,37900,0,-0.8444836374578037
2013-03-01,203200,46500,0,0.6008602621162289
2013-03-01,203300,27200,0,-0.11457087066476063
2013-03-01,203600,53500,0,1.2580398465538654
2013-03-01,203800,54800,0,1.4457807597266288
2013-03-01,203900,53000,0,0.22406280313000262
2013-03-01,204000,33200,0,0.7809421769321202
2013-03-01,204100,31200,0,0.3694381370429676
2013-03-01,205000,44800,0,0.1535584303456755
2013-03-01,205200,36600,0,-0.3126747058754145
2013-03-01,205300,38700,0,0.21507478022564366
2013-03-01,205400,36500,0,1.412712564730374
2013-03-01,205500,27000,0,-0.2723364718556522
2013-03-01,206200,47000,0,0.4367447292535046
2013-03-01,206700,46800,0,0.675797533040333
2013-03-01,206800,37600,0,0.5972781964672708
2013-03-01,209500,48200,0,0.30938999636842773
2013-03-01,209900,49500,0,0.6758623493181815
2013-03-01,210200,58000,0,0.8402048156143261
2013-03-01,210300,59100,0,0.09523982719721767
2013-03-01,210400,80400,1,0.3852883332255733
2013-03-01,210500,53500,0,0.4799910330442142
2013-03-01,210600,37800,0,0.3353190599010277
2013-03-01,210700,51400,0,0.7915786380152813
2013-03-01,210800,48300,0,0.7509287430779602
2013-03-01,211400,42400,0,1.4823458134788021
2013-03-01,211500,56800,0,1.7390970294934043
2013-03-01,211700,42400,0,0.5780700526717358
2013-03-01,211800,52800,0,0.6146014724820389
2013-03-01,212100,85500,1,0.9278684931464221
2013-03-01,212200,41900,0,-0.4525750509064671
2013-03-01,212300,35800,0,0.7747669137624469
2013-03-01,212400,74900,1,0.7412389736370738
2013-03-01,212600,30300,0,2.02541535539234
2013-03-01,212800,67000,1,1.1927706582293545
2013-03-01,212900,27500,0,0.5154801806534819
2013-03-01,213000,60600,1,0.7750420182529106
2013-03-01,213300,58800,0,0.3084206368204731
2013-03-01,213900,44100,0,0.13676127148506584
2013-03-01,214000,43700,0,1.1342491641821668
2013-03-01,214100,63700,1,0.5694239181501681
2013-03-01,214300,43600,0,0.07001586032845736
2013-03-01,216100,48900,0,1.5400390936629913
2013-03-01,218300,41500,0,0.8221635188203293
2013-03-01,218900,43300,0,-0.022787564281009292
2013-03-01,219000,43700,0,0.3061773377080126
2013-03-01,219400,29500,0,2.0646089713227926
2013-03-01,220800,51400,0,0.4376350736496333
2013-03-01,220900,42700,0,1.3688926657603568
2013-03-01,221000,44800,0,0.8233499626646601
2013-03-01,221100,45100,0,0.9210517348013689
2013-03-01,221700,58800,0,0.9547312484784047
2013-03-01,221800,49900,0,1.2405917653258651
2013-03-01,221900,67800,1,1.8564254805286664
2013-03-01,222100,49600,0,0.8766399362529639
2013-03-01,222200,45800,0,1.2115270150463213
2013-03-01,222400,56700,0,1.0005270567880473
2013-03-01,222500,54600,0,1.489569455699117
2013-03-01,222600,55100,0,0.24459852807950672
2013-03-01,222800,36400,0,1.1759133170245626
2013-03-01,222900,58100,0,0.544158008350951
2013-03-01,223300,77600,1,0.393487216252979
2013-03-01,223400,36500,0,-0.32975402655065394
2013-03-01,223500,45100,0,-0.4090135858258204
2013-03-01,223600,44700,0,-0.44387983803293485
2013-03-01,223800,36000,0,0.3509861115621498
2013-03-01,224100,40900,0,0.5947764797013746
2013-03-01,224300,40000,0,0.4825688960602352
2013-03-01,224600,50500,0,-0.052132508077314205
2013-03-01,224700,39000,0,-0.3399386651535594
2013-03-01,224900,29900,0,-0.1358757158981711
2013-03-01,226600,35600,0,2.157719312313356
2013-03-01,231600,38100,0,-0.10386849878645527
2013-03-01,231800,40400,0,0.866621499285654
2013-03-01,232300,42200,0,1.638496515836942
2013-03-01,232500,57900,0,1.0500942492975982
2013-03-01,232600,47400,0,0.8798273378643616
2013-03-01,232700,40100,0,0.5763569617350438
2013-03-01,232900,41500,0,0.873382993655455
2013-03-01,233000,42700,0,0.44914032858212627
2013-03-01,233400,44800,0,0.3164955893151921
2013-03-01,233600,37300,0,0.0036504901903331812
2013-03-01,233700,34000,0,0.4022730660958961
2013-03-01,234000,46100,0,1.5321993104737208
2013-03-01,234100,47600,0,-0.6706549754829914
2013-03-01,234200,45300,0,0.046612814178802704
2013-03-01,234300,47500,0,1.140026134411929
2013-03-01,234600,41200,0,-0.7128423160877191
2013-03-01,234700,45300,0,0.8395929138073119
2013-03-01,236600,27900,0,0.1615059597545159
2013-03-01,237100,35300,0,-1.8633959618440095
2013-03-01,237500,35600,0,0.48193308616741004
2013-03-01,238200,44800,0,-0.5279293325159641
2013-03-01,238300,31600,0,0.021072287209411927
2013-03-01,238800,43300,0,0.5955794672066752
2013-03-01,238900,38800,0,0.2617113704010109
2013-03-01,239400,41900,0,0.4861954870779063
2013-03-01,239600,30600,0,0.25627548511780074
2013-03-01,239700,37900,0,-0.6975054257444319
2013-03-01,239800,31300,0,0.8190878797630916
2013-03-01,243900,29500,0,-0.45166300132181714
2013-03-01,244000,40600,0,-0.14637808467414543
2013-03-01,244001,40600,0,1.4188805837599134
2013-03-01,244100,36200,0,1.1085755638085377
2013-03-01,244700,34100,0,1.9272923260997015
2013-03-01,244900,41600,0,0.8440124691718686
2013-03-01,245000,30600,0,1.0196288602998536
2013-03-01,245300,33400,0,0.3142845630012927
2013-03-01,245400,36600,0,-0.09629198017108327
2013-03-01,246000,36100,0,-0.0021313637324148205
2013-03-01,249500,42700,0,0.14925584944949907
2013-03-01,250000,31700,0,-0.07078424961716702
2013-03-01,250100,36000,0,0.24019560229220477
2013-03-01,250200,32800,0,0.7756170223377681
2013-03-01,251200,30700,0,-0.15899672720095626
2013-03-01,251600,46000,0,0.37467739758770024
2013-03-01,251800,43100,0,0.4811455797790419
2013-03-01,251900,40400,0,1.485860896765798
2013-03-01,252000,62300,1,0.6206601606209127
2013-03-01,252100,39400,0,1.0358433174699704
2013-03-01,252400,40300,0,0.2591605490133541
2013-03-01,252500,34200,0,0.7554085021861564
2013-03-01,252600,44000,0,0.20893798735066466
2013-03-01,252700,31000,0,0.05843928296398837
2013-03-01,253600,34100,0,7.340026551197534e-4
2013-03-01,253700,31700,0,0.012947792692123766
2013-03-01,253900,37500,0,0.7305953822064137
2013-03-01,254000,35800,0,1.8824068554594837
2013-03-01,254100,36600,0,-0.12443420387764301
2013-03-01,254200,57800,0,0.3905467971398165
2013-03-01,255100,38800,0,1.120836583895049
2013-03-01,255400,41800,0,2.1382030953954376
2013-03-01,256500,43800,0,-0.04929082140904083
2013-03-01,256600,36400,0,0.7773344809790929
2013-03-01,256700,32300,0,1.517631084140173
2013-03-01,256800,45500,0,0.7630761137312941
2013-03-01,256900,43500,0,0.567151727160386
2013-03-01,257200,38600,0,1.2637351373366157
2013-03-01,257300,67100,1,1.1221233716926147
2013-03-01,258000,41800,0,-0.8749007327004302
2013-03-01,258900,47300,0,0.7690319884212619
2013-03-01,258901,47300,0,0.6082360093900336
2013-03-01,259700,39000,0,1.1145118596106305
2013-03-01,259800,46200,0,0.5089160065272784
2013-03-01,259900,41600,0,0.6818112532896627
2013-03-01,260000,44900,0,-0.09175338908444175
2013-03-01,262500,44300,0,0.5311934210421035
2013-03-01,263900,82800,1,1.0372239644172456
2013-03-01,264200,56800,0,0.926583210261779
2013-03-01,265000,40600,0,0.6713969792966614
2013-03-01,266300,35900,0,1.3386573292655486
2013-03-01,266400,31200,0,-0.3124719618630541
2013-03-01,266600,50600,0,0.6838667875057721
2013-03-01,266800,42300,0,0.4652581803181304
2013-03-01,267000,30000,0,-0.16420891025363316
2013-03-01,267100,35700,0,0.6844414223579401
2013-03-01,268100,45700,0,0.7947660534923731
2013-03-01,268500,31900,0,-0.49178694795951305
2013-03-01,268700,44500,0,-0.4215858901971032
2013-03-01,268800,44500,0,0.44668675850304956
2013-03-01,268900,44800,0,0.23193876009511122
2013-03-01,269000,48000,0,0.5339657504458787
2013-03-01,269300,43700,0,0.20115397522217643
2013-03-01,269800,41600,0,0.9071355211415236
2013-03-01,269900,68400,1,0.6924155856710533
2013-03-01,270100,61500,1,0.24692187146112848
2013-03-01,270300,51900,0,-0.49324918405922646
2013-03-01,270400,37400,0,0.022896893827583222
2013-03-01,270500,42700,0,-0.005365112870541323
2013-03-01,270700,72900,1,0.6460365336036074
2013-03-01,270800,57400,0,2.0188299208704112
2013-03-01,270900,45300,0,-0.917142245895112
2013-03-01,271000,53700,0,-0.2946003180334525
2013-03-01,271100,70900,1,0.9648146267125595
2013-03-01,271200,48300,0,1.5709781503089506
2013-03-01,274200,30100,0,0.8215496795999878
2013-03-01,280800,42900,0,0.45908339515809204
2013-03-01,281000,39300,0,1.2413598296537534
2013-03-01,281400,43100,0,1.5276954322776375
2013-03-01,281600,55100,0,0.4691082361559295
2013-03-01,281700,45200,0,0.8219402604718354
2013-03-01,282000,49000,0,0.8518644981223632
2013-03-01,282300,54100,0,0.7189965558984179
2013-03-01,282900,45500,0,1.5087293620149735
2013-03-01,283200,48000,0,0.757802202866831
2013-03-01,283500,50900,0,1.2186450661780936
2013-03-01,283600,58400,0,0.3441334854855201
2013-03-01,283700,49700,0,0.6776288812363065
2013-03-01,283800,55500,0,0.5410488109905653
2013-03-01,283900,121500,1,0.7830403520261421
2013-03-01,284000,112900,1,0.8536550145301509
2013-03-01,284100,40100,0,0.07827671964711833
2013-03-01,284200,38900,0,0.24770189938508438
2013-03-01,284300,45300,0,0.9906383761884693
2013-03-01,284400,40600,0,0.07055466128890805
2013-03-01,284500,46700,0,0.40561896443299683
2013-03-01,284600,46000,0,0.36739209562120745
2013-03-01,284700,42400,0,1.5524861512420107
2013-03-01,284800,40700,0,-0.14926614911101027
2013-03-01,284900,40600,0,0.2920354298179461
2013-03-01,285000,38000,0,0.20390334609812252
2013-03-01,285100,44600,0,1.1399438555428218
2013-03-01,285300,77300,1,-0.21830076897873218
2013-03-01,288200,56600,0,2.158915405841037
2013-03-01,288300,44700,0,0.3560935719372442
2013-03-01,288500,110600,1,-0.6822401889909722
2013-03-01,289200,89000,1,0.06685333833753086
2013-03-01,289400,55500,0,0.6378050658046569
2013-03-01,289500,47100,0,-0.038993207308541354
2013-03-01,289900,53800,0,0.47029330859273083
2013-03-01,290100,33600,0,0.906479052796738
2013-03-01,290300,55600,0,-0.4785140818355013
2013-03-01,290600,36600,0,0.35880715287992504
2013-03-01,290700,36000,0,0.505430915171166
2013-03-01,290800,36500,0,0.8775387617032154
2013-03-01,291000,39200,0,0.7089016592241506
2013-03-01,291100,29400,0,0.5529453872135927
2013-03-01,291200,31100,0,0.9611154453803618
2013-03-01,291300,42900,0,0.22962713989539776
2013-03-01,291400,36600,0,-0.7090395139752879
2013-03-01,291600,35400,0,0.2703819475121067
2013-03-01,291800,58500,0,0.5921645894256116
2013-03-01,295300,35900,0,-1.0041470857704042
2013-03-01,295400,33400,0,0.029561983156704875
2013-03-01,297400,50400,0,0.2293823646910724
2013-03-01,297500,41700,0,0.6891709845038755
2013-03-01,297600,37000,0,1.3288067663805483
2013-03-01,297800,61000,1,0.04534170012658865
2013-03-01,297900,25500,0,1.4355273687156076
2013-03-01,298100,35100,0,-0.21751174388568187
2013-03-01,298400,38700,0,0.6323809618393331
2013-03-01,298500,37000,0,-0.7065240564085227
2013-03-01,298600,33300,0,0.10761890411241026
2013-03-01,299000,38600,0,-0.29519601258612355
2013-03-01,299200,45700,0,0.4824386028263859
2013-03-01,300500,46600,0,0.3109931382282627
2013-03-01,300800,36700,0,1.1685294243559763
2013-03-01,301000,35500,0,1.167356053965134
2013-03-01,301002,35500,0,1.2085776056139903
2013-03-01,301003,35500,0,-0.5862728108762729
2013-03-01,301005,35500,0,0.9132229952008049
2013-03-01,301100,27900,0,0.20908347025588173
2013-03-01,301200,39200,0,0.8271895779923775
2013-03-01,301400,44000,0,0.5588891415804971
2013-03-01,301600,38300,0,-0.014104371730992913
2013-03-01,301800,39000,0,0.5059499370085644
2013-03-01,302300,41400,0,0.22172028451272952
2013-03-01,302400,67000,1,1.4178225812464937
2013-03-01,302500,40900,0,0.3238310650000595
2013-03-01,302600,24900,0,0.09672204613441716
2013-03-01,302900,31000,0,0.5306013492599718
2013-03-01,303100,31100,0,0.4683555299842863
2013-03-01,303200,39300,0,1.0087938663183909
2013-03-01,303300,39900,0,0.9961722697224645
2013-03-01,303700,44400,0,0.5237675648772747
2013-03-01,303900,32800,0,0.5794770531957517
2013-03-01,304500,40600,0,0.8282453747231078
2013-03-01,307800,38800,0,0.9781887895244263
2013-03-01,308300,40800,0,-0.7251111889142811
2013-03-01,312100,38200,0,-0.21459407271115177
2013-03-01,312300,34800,0,0.136251726892268
2013-03-01,312500,39400,0,0.6588172525626879
2013-03-01,312700,52300,0,0.4786295254005999
2013-03-01,313100,40200,0,-0.16560818096074464
2013-03-01,313300,37500,0,0.047237794414903354
2013-03-01,313400,42900,0,0.5513768232794398
2013-03-01,313500,41800,0,0.6072087711656353
2013-03-01,314100,32200,0,0.4501916793732673
2013-03-01,314200,39000,0,1.7955666020783823
2013-03-01,314300,42700,0,0.5912209472007863
2013-03-01,314400,48800,0,0.14767806418593285
2013-03-01,314500,34800,0,-0.15474236014371026
2013-03-01,314700,30600,0,-0.5628422587473679
2013-03-01,314900,45800,0,-0.10457358968884653
2013-03-01,315000,33900,0,0.8503470698837086
2013-03-01,315200,38400,0,0.448338845544458
2013-03-01,316700,30700,0,-0.36358922264389637
2013-03-01,317900,34300,0,0.18475567103321283
2013-03-01,318000,28200,0,-0.8391858778883684
2013-03-01,318100,37000,0,-0.13014960451056598
2013-03-01,318400,46600,0,-0.07189020118405902
2013-03-01,318401,46600,0,0.7599556229892961
2013-03-01,318500,43200,0,0.44944690998399034
2013-03-01,319100,41800,0,1.144373793294401
2013-03-01,320900,38500,0,0.5019553506686754
2013-03-01,321900,37300,0,0.12467633274331985
2013-03-01,322300,41600,0,0.7189395363062026
2013-03-01,322400,51700,0,1.3077442921010045
2013-03-01,322500,36100,0,0.22946356189469702
2013-03-01,322700,49200,0,1.1656356440653644
2013-03-01,322900,48500,0,0.3288370005472433
2013-03-01,323000,49200,0,0.3922752255687902
2013-03-01,323300,42600,0,-0.1808573307274876
2013-03-01,323500,43700,0,0.0574579917755359
2013-03-01,323700,50400,0,1.070751157930705
2013-03-01,323800,68800,1,1.626818730044713
2013-03-01,324100,42700,0,1.3865866673964016
2013-03-01,324200,72000,1,1.820318173353435
2013-03-01,324300,45200,0,0.5219476998330104
2013-03-01,324400,34300,0,1.2361938331689202
2013-03-01,324500,43000,0,0.7738049326635148
2013-03-01,330300,39900,0,0.9362489836835417
2013-03-01,330600,28500,0,0.9514424768474365
2013-03-01,331300,51700,0,-0.07911880836690555
2013-03-01,331301,51700,0,-0.07911880836690555
2013-03-01,331500,43800,0,0.4223993059432586
2013-03-01,331600,38100,0,0.11259072654874736
2013-03-01,331700,30000,0,-0.1676390968839103
2013-03-01,331800,37200,0,1.1178373961432275
2013-03-01,332700,39000,0,0.2447397033757087
2013-03-01,332800,46500,0,0.8892791153987084
2013-03-01,335000,31100,0,0.7537687010353398
2013-03-01,335100,32600,0,1.335454445013946
2013-03-01,335300,85800,1,0.6061749061550206
2013-03-01,336900,50000,0,0.5468822017836709
2013-03-01,337000,49400,0,2.29831727454403
2013-03-01,337100,46500,0,2.3411849951852326
2013-03-01,337600,37200,0,0.571085389194129
2013-03-01,337800,78200,1,1.5255796409136186
2013-03-01,337900,48200,0,1.2831833444137386
2013-03-01,337902,48200,0,1.2016618708839224
2013-03-01,337903,48200,0,0.9919866323116782
2013-03-01,337904,48200,0,1.004634510444257
2013-03-01,338400,56000,0,0.5247242873512575
2013-03-01,338500,51500,0,0.41858688057554494
