month,opeid,md_earn_wne_p10.reported.earnings,medianEarnings,index_std
2013-10-01,164100,52400,0,0.10000297184425261
2013-10-01,165900,166200,1,0.25138809228424497
2013-10-01,166400,44600,0,0.9978208935538981
2013-10-01,166500,32700,0,1.4028580195046654
2013-10-01,166600,41500,0,1.0153577218859509
2013-10-01,167100,50900,0,1.238171500654338
2013-10-01,167400,41200,0,1.305369428568579
2013-10-01,167600,48100,0,0.37984366889173043
2013-10-01,167800,37300,0,0.8239837930406454
2013-10-01,168400,37700,0,-0.011563729004655375
2013-10-01,168500,17600,0,-0.01703402001067214
2013-10-01,168800,37700,0,1.3369320956454627
2013-10-01,169100,68200,1,0.633620116684865
2013-10-01,169200,45100,0,0.7677365028122171
2013-10-01,169300,36000,0,1.128849642790571
2013-10-01,169400,34200,0,1.1196168010016843
2013-10-01,169600,54600,0,1.045966774932804
2013-10-01,170000,37000,0,0.39707034942114294
2013-10-01,170300,40500,0,1.2371731139140505
2013-10-01,170400,41600,0,-0.10129912113092439
2013-10-01,170600,48100,0,-0.2843361099194813
2013-10-01,170700,47100,0,0.8511364549237731
2013-10-01,170800,29300,0,0.3279660582558846
2013-10-01,171000,50600,0,0.9602727790485827
2013-10-01,171700,36700,0,0.5690673309442229
2013-10-01,172200,42500,0,0.5812364940986295
2013-10-01,172400,42900,0,0.573970612267453
2013-10-01,172500,40700,0,0.3688966891694076
2013-10-01,173200,45400,0,0.4709600942178162
2013-10-01,173300,43700,0,0.48888828106995275
2013-10-01,173400,45700,0,0.4326579793600073
2013-10-01,173500,41400,0,1.1928542150036014
2013-10-01,173700,43900,0,1.3225368083414604
2013-10-01,173900,64100,1,1.6508318763979954
2013-10-01,174100,37700,0,1.1241675403758686
2013-10-01,174500,38500,0,0.1474275955872522
2013-10-01,174600,33200,0,0.8719725148878623
2013-10-01,174800,39100,0,0.6454160986796387
2013-10-01,174900,44600,0,0.8138894824288212
2013-10-01,175000,44400,0,1.5357095902165097
2013-10-01,175300,31700,0,0.929308698949189
2013-10-01,175800,41500,0,1.3552328090489916
2013-10-01,175900,39800,0,0.7212984494104299
2013-10-01,176700,51000,0,0.8305227289933866
2013-10-01,176800,45300,0,0.8153746316832436
2013-10-01,177100,41400,0,0.29609053771903027
2013-10-01,177200,38200,0,0.4599987880570232
2013-10-01,177201,38200,0,0.2628639185010931
2013-10-01,177400,62800,1,1.3679983494704044
2013-10-01,177500,56600,0,0.9163920122515268
2013-10-01,177600,51600,0,1.0577012304110172
2013-10-01,178000,41100,0,0.6560303886526397
2013-10-01,178600,39000,0,0.988473983930275
2013-10-01,178700,36500,0,0.40806089763759107
2013-10-01,178800,52400,0,-0.1282244515488557
2013-10-01,179200,47800,0,0.6888995977550755
2013-10-01,179300,32300,0,0.7027263764493706
2013-10-01,179500,40000,0,0.021223948272722858
2013-10-01,179800,41000,0,1.2078287652819428
2013-10-01,179900,36300,0,-0.16588760805162225
2013-10-01,180000,33200,0,0.382197964939886
2013-10-01,180100,44400,0,0.23147500306673807
2013-10-01,180300,35500,0,0.39995533480919915
2013-10-01,180400,41600,0,0.7471660916269397
2013-10-01,180500,41100,0,0.4892987013022764
2013-10-01,180700,36000,0,0.6469382101200409
2013-10-01,180800,35500,0,1.3973813566990438
2013-10-01,180900,45300,0,1.5396028902148822
2013-10-01,181100,29100,0,1.0450136366745746
2013-10-01,181300,39100,0,1.180308059807174
2013-10-01,181400,33600,0,0.45623592153385373
2013-10-01,181500,35900,0,1.1286789969392423
2013-10-01,181600,33800,0,0.5283985839370023
2013-10-01,181700,34000,0,0.7411404506722078
2013-10-01,182000,38000,0,0.08182392492278452
2013-10-01,182200,46000,0,0.5366778324946373
2013-10-01,182400,33700,0,0.5678755456336038
2013-10-01,182500,52600,0,0.8352585470735768
2013-10-01,182600,35200,0,1.1302686742036439
2013-10-01,182700,38100,0,0.47029422035684165
2013-10-01,182800,35900,0,0.2638043552528477
2013-10-01,183000,78900,1,0.6893844666792075
2013-10-01,183200,40000,0,1.0983635968374201
2013-10-01,183300,39800,0,0.6995282105000948
2013-10-01,183400,37200,0,0.20349279878700874
2013-10-01,183500,30200,0,0.07632868643608687
2013-10-01,183600,45600,0,0.4102111679204738
2013-10-01,183800,38600,0,-0.11933668000808337
2013-10-01,183900,42600,0,0.12423489131883313
2013-10-01,183901,42600,0,-0.49844967670849294
2013-10-01,184000,69400,1,0.46727080726566833
2013-10-01,184200,48100,0,0.1846967909540052
2013-10-01,184400,49900,0,0.19801264801025503
2013-10-01,184600,38600,0,1.1735114264520912
2013-10-01,184700,38100,0,0.5379259880308263
2013-10-01,185000,41200,0,0.42659820054057684
2013-10-01,185200,40900,0,0.31395114267113094
2013-10-01,185400,43800,0,0.4214560625669267
2013-10-01,185600,41900,0,0.7856574506151655
2013-10-01,185900,38400,0,0.6008416641613137
2013-10-01,186000,55700,0,0.6318883583166963
2013-10-01,186600,36600,0,0.06375891401328292
2013-10-01,186700,39200,0,0.7407188820222917
2013-10-01,186800,45600,0,0.059028603080085555
2013-10-01,186900,47200,0,0.8229109161775756
2013-10-01,187100,34100,0,0.9172117894151381
2013-10-01,187300,41200,0,1.0356498253667532
2013-10-01,187400,42500,0,0.515479630257445
2013-10-01,187900,35600,0,1.1879958015912153
2013-10-01,188000,43200,0,0.6859366041066959
2013-10-01,188100,37500,0,0.20202278993877268
2013-10-01,188300,36200,0,2.0573047073700232
2013-10-01,188700,45800,0,0.15814445878267097
2013-10-01,188900,44800,0,0.8183901609330932
2013-10-01,189000,41700,0,0.25926753588029056
2013-10-01,189100,36900,0,0.31248013110374284
2013-10-01,189200,48700,0,2.1134884980408923
2013-10-01,189300,40300,0,0.5393251587827934
2013-10-01,189500,36400,0,0.611771613774706
2013-10-01,189600,43200,0,0.6984074206899513
2013-10-01,190000,41200,0,0.7351230327324069
2013-10-01,190300,48900,0,0.3017423407960689
2013-10-01,190500,37400,0,0.3781746979482223
2013-10-01,190800,31100,0,-0.6588592047920303
2013-10-01,191500,37400,0,0.324429905567505
2013-10-01,191700,26800,0,0.4349566071585369
2013-10-01,191800,41800,0,-2.4146261632296726e-4
2013-10-01,192600,38200,0,1.443059048915985
2013-10-01,192700,35900,0,0.3279250966253122
2013-10-01,192800,43300,0,0.5470642404372933
2013-10-01,192900,36600,0,0.35012614565183126
2013-10-01,193100,30900,0,0.2065779492651132
2013-10-01,193300,35500,0,-0.3706563327940791
2013-10-01,193700,40700,0,0.16049467353154503
2013-10-01,193701,40700,0,0.22611302624742496
2013-10-01,193702,40700,0,0.38351686807768226
2013-10-01,193704,40700,0,0.5027485482995819
2013-10-01,193712,40700,0,0.553637962556149
2013-10-01,193900,41900,0,0.689818157727273
2013-10-01,194300,39900,0,0.08556786017451666
2013-10-01,194600,34400,0,-0.08257717033531427
2013-10-01,194800,44600,0,0.818307454633682
2013-10-01,194900,37900,0,0.5774063099435851
2013-10-01,195000,39300,0,0.09399017880868372
2013-10-01,195100,33400,0,0.316416543883313
2013-10-01,195200,34100,0,0.09134106688054082
2013-10-01,195400,44900,0,0.16661797452353308
2013-10-01,195500,34400,0,1.206719433002148
2013-10-01,195800,36800,0,0.6657379981987084
2013-10-01,195900,32100,0,0.20164560879753513
2013-10-01,196000,40000,0,0.39206507950194375
2013-10-01,196100,45000,0,0.822759832262226
2013-10-01,196200,33300,0,0.4216825585278384
2013-10-01,196300,33100,0,0.1034770607953192
2013-10-01,196400,43000,0,0.9481215902946047
2013-10-01,196500,28000,0,0.04241034027871059
2013-10-01,196800,26600,0,0.16026749234661386
2013-10-01,196900,36600,0,0.9050973272284948
2013-10-01,197200,28000,0,0.5226717425968096
2013-10-01,197500,36600,0,-0.043746371359239186
2013-10-01,197600,31800,0,0.5070565583053618
2013-10-01,197700,35500,0,0.15209005167624445
2013-10-01,198000,30400,0,-0.25623549047676375
2013-10-01,198700,41100,0,0.9155320589169226
2013-10-01,198900,41500,0,0.33218916108515795
2013-10-01,199900,37700,0,0.3996730656486103
2013-10-01,200100,45800,0,0.7969075674747521
2013-10-01,200200,34600,0,0.9106458731364604
2013-10-01,200300,39300,0,0.09896500061236604
2013-10-01,200400,34000,0,0.21588400142777553
2013-10-01,200500,35000,0,0.0613095208986193
2013-10-01,200600,28300,0,3.4308171185467744
2013-10-01,200700,39600,0,0.834434681934386
2013-10-01,200800,41100,0,0.22421585594643553
2013-10-01,201000,45900,0,1.1672048910153046
2013-10-01,201100,30500,0,0.5395970908173203
2013-10-01,201300,36700,0,0.7542063333874253
2013-10-01,201400,61100,1,0.4157580756486653
2013-10-01,201500,38400,0,0.5921252485472704
2013-10-01,201600,41300,0,0.701323099839693
2013-10-01,201700,36800,0,0.43867808388768403
2013-10-01,202000,35700,0,0.5773925508041015
2013-10-01,202100,35000,0,0.49240026987597496
2013-10-01,202300,39100,0,0.6851852315414837
2013-10-01,202400,35400,0,0.33827175784338365
2013-10-01,202500,31600,0,0.5086168556515429
2013-10-01,202600,29000,0,0.6640131447267307
2013-10-01,202900,52400,0,0.33383019164188443
2013-10-01,203100,37900,0,0.97733091327967
2013-10-01,203200,46500,0,0.3740280416716262
2013-10-01,203300,27200,0,0.770430264228733
2013-10-01,203600,53500,0,0.27681064757587376
2013-10-01,203800,54800,0,0.8809696891431861
2013-10-01,203900,53000,0,0.7452280914478758
2013-10-01,204000,33200,0,0.21824825111664994
2013-10-01,204100,31200,0,0.3111257711086309
2013-10-01,204300,37100,0,0.4008904016307378
2013-10-01,204400,74700,1,0.6165049073840015
2013-10-01,205000,44800,0,0.700563562464774
2013-10-01,205100,37900,0,1.0100598834447791
2013-10-01,205200,36600,0,0.6834351646998789
2013-10-01,205300,38700,0,0.9850344693091208
2013-10-01,205400,36500,0,0.8570149892851562
2013-10-01,205500,27000,0,-0.4948620166316646
2013-10-01,206200,47000,0,0.8979946098897583
2013-10-01,206500,48800,0,0.5585772118033092
2013-10-01,206700,46800,0,-0.078884053606453
2013-10-01,206800,37600,0,0.15876670787191074
2013-10-01,207200,43600,0,0.6436855385596754
2013-10-01,207300,45500,0,0.31657609273824083
2013-10-01,207600,43100,0,0.21241364515228922
2013-10-01,207700,69200,1,0.5162796001877656
2013-10-01,207800,62100,1,0.9922356933042379
2013-10-01,208000,31400,0,0.6887356535508021
2013-10-01,208300,39700,0,0.9018914540529385
2013-10-01,208600,50300,0,-0.3834868949395162
2013-10-01,209100,47300,0,0.19421349804046323
2013-10-01,209500,48200,0,-0.33267011358700793
2013-10-01,209900,49500,0,0.35383351143308583
2013-10-01,210200,58000,0,0.4725510003126511
2013-10-01,210300,59100,0,1.1243349342686666
2013-10-01,210400,80400,1,1.1270927077325388
2013-10-01,210500,53500,0,0.8597957093375203
2013-10-01,210600,37800,0,0.636822156508173
2013-10-01,210700,51400,0,0.6325806637458217
2013-10-01,210800,48300,0,0.6447266291971305
2013-10-01,210900,44600,0,1.140262947109794
2013-10-01,211400,42400,0,1.0204270554705177
2013-10-01,211500,56800,0,0.7306356162396724
2013-10-01,211700,42400,0,1.3384413919980307
2013-10-01,211800,52800,0,1.653858189556545
2013-10-01,212000,55400,0,0.6268445737675196
2013-10-01,212100,85500,1,0.3711514190003317
2013-10-01,212200,41900,0,0.6299293231585152
2013-10-01,212300,35800,0,0.7335217113473923
2013-10-01,212400,74900,1,0.554012401880967
2013-10-01,212600,30300,0,0.07463455310513349
2013-10-01,212800,67000,1,0.8923293867956427
2013-10-01,212900,27500,0,-0.08416869030977545
2013-10-01,213000,60600,1,0.4846980726308875
2013-10-01,213300,58800,0,0.4289649030699352
2013-10-01,213900,44100,0,0.41685116249502413
2013-10-01,214000,43700,0,0.3366720936105928
2013-10-01,214100,63700,1,0.5365992183950672
2013-10-01,214300,43600,0,0.026487285444421072
2013-10-01,214500,44400,0,0.8525583717125975
2013-10-01,214600,44800,0,0.29433829815411106
2013-10-01,214800,42800,0,0.3526021101688557
2013-10-01,215300,41600,0,0.06007977383528553
2013-10-01,215500,87200,1,0.7770590183965025
2013-10-01,215800,40900,0,0.25367023489309815
2013-10-01,216000,36700,0,0.7044080608554901
2013-10-01,216100,48900,0,0.710300037183696
2013-10-01,216400,88500,1,-0.10400244233479111
2013-10-01,216500,116400,1,0.7157817762713745
2013-10-01,217800,91600,1,0.3993903864302371
2013-10-01,218000,34000,0,0.6565829681186357
2013-10-01,218100,79500,1,0.5042096976740404
2013-10-01,218300,41500,0,0.9498288288846225
2013-10-01,218400,42100,0,0.45516395579807517
2013-10-01,218500,43200,0,0.8090968465343753
2013-10-01,218700,36400,0,0.896627392291922
2013-10-01,218800,40400,0,0.8006303529516456
2013-10-01,218900,43300,0,1.185587246755425
2013-10-01,219000,43700,0,0.9967934167392544
2013-10-01,219200,44100,0,0.8013258359944637
2013-10-01,219300,34700,0,0.33787413412208217
2013-10-01,219400,29500,0,0.9579537138352499
2013-10-01,219700,47100,0,0.1409054276515995
2013-10-01,219900,60100,1,0.7636685375828358
2013-10-01,220100,34700,0,-0.10720734019792288
2013-10-01,220600,43300,0,0.6324017086256255
2013-10-01,220800,51400,0,0.37965093910571207
2013-10-01,220900,42700,0,0.3235345338833167
2013-10-01,221000,44800,0,0.724010901642323
2013-10-01,221100,45100,0,0.5409870964752115
2013-10-01,221700,58800,0,0.9029500983822061
2013-10-01,221800,49900,0,0.7876920165175255
2013-10-01,221900,67800,1,0.9229858184781297
2013-10-01,222100,49600,0,0.7298749551423366
2013-10-01,222200,45800,0,0.9816129696669484
2013-10-01,222400,56700,0,0.37849418482551805
2013-10-01,222500,54600,0,-0.02432539395452344
2013-10-01,222600,55100,0,0.6817045680198043
2013-10-01,222800,36400,0,0.6265088777645161
2013-10-01,222900,58100,0,0.1704878736239788
2013-10-01,223300,77600,1,0.6110326263226624
2013-10-01,223400,36500,0,1.6480377688020496
2013-10-01,223500,45100,0,0.5314862592560979
2013-10-01,223600,44700,0,1.5213453229283953
2013-10-01,223800,36000,0,0.5852813094401758
2013-10-01,224100,40900,0,1.218457898846504
2013-10-01,224300,40000,0,0.9381357921248896
2013-10-01,224600,50500,0,-0.6578079869195506
2013-10-01,224700,39000,0,0.5348323534883866
2013-10-01,224900,29900,0,1.3739813608087679
2013-10-01,225900,37300,0,1.0611185247916384
2013-10-01,226000,40300,0,0.6787837261448944
2013-10-01,226200,74900,1,0.13820104799185268
2013-10-01,226600,35600,0,1.000545930958608
2013-10-01,226800,39100,0,1.138757169687546
2013-10-01,226900,29100,0,0.5930911252622283
2013-10-01,227300,43300,0,0.5592132553668125
2013-10-01,227500,49400,0,0.8979991128073741
2013-10-01,227900,53700,0,0.305739123275257
2013-10-01,228200,36500,0,0.5375924578526549
2013-10-01,228400,26800,0,0.527722734713965
2013-10-01,228800,34500,0,0.6403324533425436
2013-10-01,229000,49800,0,0.8324061817833882
2013-10-01,229200,60100,1,0.5821515601056552
2013-10-01,229300,35700,0,0.9624819046244519
2013-10-01,230100,34800,0,0.9751202446590878
2013-10-01,230700,42600,0,0.8887713781444443
2013-10-01,230800,34100,0,1.2984323839009104
2013-10-01,231100,29000,0,0.3154411684005546
2013-10-01,231400,37800,0,1.1174086037804394
2013-10-01,231600,38100,0,1.0274535262928088
2013-10-01,231800,40400,0,0.9188330951235235
2013-10-01,232200,26600,0,1.140596547897249
2013-10-01,232300,42200,0,0.46732840446321844
2013-10-01,232500,57900,0,1.1320157779548004
2013-10-01,232600,47400,0,1.1617618996031107
2013-10-01,232700,40100,0,1.1460562353410895
2013-10-01,232900,41500,0,0.8485439089531536
2013-10-01,233000,42700,0,1.068726044813407
2013-10-01,233400,44800,0,0.812213831470569
2013-10-01,233600,37300,0,1.4787099640148902
2013-10-01,233700,34000,0,0.3888637430915954
2013-10-01,234000,46100,0,0.5494540009815698
2013-10-01,234100,47600,0,0.6026628763399592
2013-10-01,234200,45300,0,0.5924559435179191
2013-10-01,234300,47500,0,0.8876761898938548
2013-10-01,234600,41200,0,0.843503926090274
2013-10-01,234700,45300,0,0.1536626165848014
2013-10-01,235300,50100,0,1.6039054152633434
2013-10-01,235400,46900,0,0.6003987790697498
2013-10-01,235800,45700,0,0.4350706852866478
2013-10-01,236000,42700,0,1.0561127071532683
2013-10-01,236100,40400,0,-0.10537206515206284
2013-10-01,236500,31400,0,0.7345441314313008
2013-10-01,236600,27900,0,0.1334568052396276
2013-10-01,236700,37000,0,0.8249463802695023
2013-10-01,236900,29600,0,0.6203425063252893
2013-10-01,237100,35300,0,-0.391690090151105
2013-10-01,237500,35600,0,0.4682319004945166
2013-10-01,237700,40800,0,0.667123806692482
2013-10-01,237900,55900,0,0.3453739120545979
2013-10-01,238000,41600,0,0.6091533835467839
2013-10-01,238200,44800,0,0.6855182643978438
2013-10-01,238300,31600,0,0.41973706207869904
2013-10-01,238800,43300,0,1.208925296501398
2013-10-01,238900,38800,0,1.0239877933321935
2013-10-01,239400,41900,0,0.7493139494360238
2013-10-01,239600,30600,0,0.22989770448040128
2013-10-01,239700,37900,0,0.18031946426489645
2013-10-01,239800,31300,0,0.5701167832742153
2013-10-01,240300,33800,0,0.35651980127227634
2013-10-01,241000,29500,0,1.6850261841463219
2013-10-01,241400,45200,0,0.13915525022984265
2013-10-01,241500,38200,0,0.4544520643150716
2013-10-01,242200,34800,0,0.17464828254693898
2013-10-01,242300,39600,0,0.21476550994049165
2013-10-01,242400,22400,0,0.637411025731583
2013-10-01,243300,22900,0,0.8687123764987648
2013-10-01,243900,29500,0,-0.1395260986563172
2013-10-01,244000,40600,0,0.6891889375913932
2013-10-01,244001,40600,0,0.585228281324642
2013-10-01,244100,36200,0,1.0282018011739509
2013-10-01,244700,34100,0,0.5230867033749872
2013-10-01,244900,41600,0,0.5327313977754082
2013-10-01,245000,30600,0,0.22329447391804982
2013-10-01,245300,33400,0,1.129759015426735
2013-10-01,245400,36600,0,0.9999196179318997
2013-10-01,246000,36100,0,-0.03988405021778674
2013-10-01,246100,32200,0,0.8829751337444972
2013-10-01,246300,34000,0,0.3434223093667462
2013-10-01,246400,40200,0,0.40494004772257597
2013-10-01,246600,27900,0,0.16469042381686136
2013-10-01,247300,25800,0,1.1315129745129577
2013-10-01,248000,39700,0,0.7520303593507185
2013-10-01,248200,44500,0,1.2503533901278188
2013-10-01,248800,32800,0,0.9656585103860477
2013-10-01,248900,33400,0,0.5230924008928298
2013-10-01,249000,32400,0,1.0235067185278621
2013-10-01,249500,42700,0,0.46065083839355586
2013-10-01,249600,38900,0,0.6663587886402121
2013-10-01,249800,43900,0,0.36091639446200324
2013-10-01,249900,47600,0,0.781847568256015
2013-10-01,250000,31700,0,0.15515893028333624
2013-10-01,250100,36000,0,0.06611612842774146
2013-10-01,250200,32800,0,1.165507016708066
2013-10-01,250300,37200,0,0.7203552627484684
2013-10-01,250600,55200,0,0.4587933402396986
2013-10-01,251200,30700,0,0.23493410134617934
2013-10-01,251600,46000,0,0.6412156387536975
2013-10-01,251700,65500,1,0.41697990667183665
2013-10-01,251800,43100,0,0.8905595942934559
2013-10-01,251900,40400,0,0.5199700771229373
2013-10-01,252000,62300,1,0.938843448398295
2013-10-01,252100,39400,0,1.0112303775745675
2013-10-01,252400,40300,0,1.2899896188540556
2013-10-01,252500,34200,0,1.0440960104894688
2013-10-01,252600,44000,0,0.028379556862230548
2013-10-01,252700,31000,0,0.27725503631962245
2013-10-01,253000,32500,0,0.30766085230909435
2013-10-01,253100,39800,0,-0.0029429085236973816
2013-10-01,253200,39700,0,0.8354545609647125
2013-10-01,253300,35300,0,0.5691252409423211
2013-10-01,253400,38200,0,1.1151210341337854
2013-10-01,253600,34100,0,0.9139781558359285
2013-10-01,253700,31700,0,0.8302124727672093
2013-10-01,253900,37500,0,0.5524846659059809
2013-10-01,254000,35800,0,0.6262914768396988
2013-10-01,254100,36600,0,0.5317656829621025
2013-10-01,254200,57800,0,-0.04265548243407304
2013-10-01,254400,42300,0,0.6695264590495689
2013-10-01,254401,42300,0,0.3473601848769627
2013-10-01,254700,33400,0,0.23225535619323598
2013-10-01,254800,40400,0,0.5771139564962677
2013-10-01,255100,38800,0,0.6074968737269723
2013-10-01,255300,40100,0,0.292482061394582
2013-10-01,255400,41800,0,0.5116413071734672
2013-10-01,255500,45500,0,0.6056911823189638
2013-10-01,255900,35800,0,1.2417661914708527
2013-10-01,256500,43800,0,0.584947745893279
2013-10-01,256600,36400,0,0.7797424865855577
2013-10-01,256700,32300,0,0.38655574048191527
2013-10-01,256800,45500,0,0.6422076334303758
2013-10-01,256900,43500,0,0.9756918459710113
2013-10-01,257200,38600,0,0.3357714062041068
2013-10-01,257300,67100,1,0.990533909565484
2013-10-01,257500,38000,0,0.4417127884602911
2013-10-01,257900,35600,0,0.8606552786020505
2013-10-01,258000,41800,0,-0.2480143939587324
2013-10-01,258600,42800,0,0.462362979052675
2013-10-01,258700,55300,0,0.7828346736766849
2013-10-01,258900,47300,0,0.6742883170778968
2013-10-01,258901,47300,0,0.11347101340387002
2013-10-01,259000,39900,0,0.5389546144472827
2013-10-01,259100,37700,0,0.8406561110157864
2013-10-01,259700,39000,0,0.2565288987248634
2013-10-01,259800,46200,0,0.4773439759066131
2013-10-01,259900,41600,0,0.7718581084920875
2013-10-01,260000,44900,0,0.2270507733504664
2013-10-01,260300,50900,0,0.9408897994723844
2013-10-01,260700,46800,0,1.0958854472528337
2013-10-01,260701,46800,0,0.2367099277192314
2013-10-01,260800,45700,0,0.17225334416551694
2013-10-01,260900,48800,0,0.35908228698225175
2013-10-01,261000,41400,0,0.01902265990135957
2013-10-01,261300,41900,0,0.5466335238759481
2013-10-01,261600,50300,0,0.12644054684578243
2013-10-01,261700,48700,0,0.7943404748664583
2013-10-01,262100,65300,1,0.2862107263476398
2013-10-01,262200,46800,0,0.6083064739349233
2013-10-01,262500,44300,0,0.6253742611563956
2013-10-01,262700,75100,1,1.0948707394273862
2013-10-01,262800,48100,0,0.7504976953725834
2013-10-01,262900,54800,0,0.8454829133230364
2013-10-01,262901,54800,0,0.8743567108751832
2013-10-01,262902,54800,0,0.7944699189368677
2013-10-01,263200,53300,0,-0.03512902433954994
2013-10-01,263800,44500,0,0.08485598285304995
2013-10-01,263900,82800,1,0.45359645274222077
2013-10-01,264200,56800,0,1.0200375678158937
2013-10-01,264900,36200,0,0.18924696980327
2013-10-01,265000,40600,0,0.7567577185453156
2013-10-01,265100,30200,0,0.6111830722759177
2013-10-01,265300,35100,0,0.8285896727959214
2013-10-01,265400,52800,0,0.05050576049146953
2013-10-01,265700,33800,0,0.8806984703192834
2013-10-01,266300,35900,0,0.35126885282102455
2013-10-01,266400,31200,0,0.1150233465234547
2013-10-01,266600,50600,0,0.8939814989103229
2013-10-01,266700,43000,0,0.43784357765566007
2013-10-01,266800,42300,0,0.5038315309642726
2013-10-01,267000,30000,0,0.13775482255069024
2013-10-01,267100,35700,0,0.5432921312542869
2013-10-01,268100,45700,0,0.49560576060566575
2013-10-01,268500,31900,0,0.6917607825783563
2013-10-01,268700,44500,0,-0.011812754267558062
2013-10-01,268800,44500,0,0.5522773558012484
2013-10-01,268900,44800,0,0.25126838582497185
2013-10-01,269000,48000,0,0.26125178016625816
2013-10-01,269300,43700,0,0.2548954954705912
2013-10-01,269800,41600,0,0.4869115404384374
2013-10-01,269900,68400,1,0.43519803609369384
2013-10-01,270100,61500,1,0.4297815260086319
2013-10-01,270300,51900,0,0.14344482970265104
2013-10-01,270400,37400,0,0.08236771791048182
2013-10-01,270500,42700,0,0.5991132123384774
2013-10-01,270700,72900,1,0.7205980332595092
2013-10-01,270800,57400,0,0.4729108923340761
2013-10-01,270900,45300,0,0.32587057726277563
2013-10-01,271000,53700,0,0.555021436255427
2013-10-01,271100,70900,1,0.7801437840488544
2013-10-01,271200,48300,0,0.739700748948837
2013-10-01,271300,51000,0,0.4857468238711476
2013-10-01,271800,43600,0,0.2568910806414706
2013-10-01,272200,55400,0,1.0098651545482262
2013-10-01,272800,57300,0,0.42971264433581446
2013-10-01,272900,46100,0,0.807933295616816
2013-10-01,273100,48600,0,0.33270591846929837
2013-10-01,273200,53200,0,0.5071870021971046
2013-10-01,273400,39200,0,0.765944119228798
2013-10-01,273500,39000,0,0.06879036608727962
2013-10-01,273700,52700,0,0.6145425125643276
2013-10-01,273900,50400,0,0.8618923451489661
2013-10-01,274200,30100,0,0.8079348705836077
2013-10-01,274400,43300,0,0.24278312003321265
2013-10-01,274800,48800,0,0.12613127560304543
2013-10-01,275100,46000,0,0.40933947972755086
2013-10-01,275101,46000,0,0.33145095922904394
2013-10-01,275116,46000,0,0.37020888965423976
2013-10-01,275125,46000,0,-0.8226775519797181
2013-10-01,275800,63600,1,0.6448866682255974
2013-10-01,275900,22700,0,0.8615961366609296
2013-10-01,276000,46300,0,0.3007120099552648
2013-10-01,276500,54400,0,0.8154126047812555
2013-10-01,276900,39500,0,0.9260646673704256
2013-10-01,277200,38000,0,0.5638055426303007
2013-10-01,277500,57500,0,0.781605401239202
2013-10-01,277700,38200,0,0.4924303889430912
2013-10-01,277800,47600,0,0.6659642338270361
2013-10-01,277900,43900,0,0.27055740671165596
2013-10-01,278200,49400,0,0.8469820643073949
2013-10-01,278500,58800,0,0.8033547159706753
2013-10-01,278520,73500,1,0.887302558773226
2013-10-01,278800,44000,0,0.3400548985397969
2013-10-01,279000,38100,0,0.013224349264619059
2013-10-01,279100,58400,0,0.8681141661024164
2013-10-01,279500,32200,0,0.37435788811350507
2013-10-01,279800,38200,0,-0.2346046543719387
2013-10-01,280300,81700,1,0.1367646428831218
2013-10-01,280500,41900,0,1.1099697528543828
2013-10-01,280600,56900,0,0.25817189149265485
2013-10-01,280800,42900,0,0.8712936964083967
2013-10-01,281000,39300,0,0.28879299413945125
2013-10-01,281300,39700,0,0.3087084641718632
2013-10-01,281400,43100,0,0.43449034215021487
2013-10-01,281600,55100,0,0.476543138008854
2013-10-01,281700,45200,0,0.1794016601405489
2013-10-01,282000,49000,0,1.5651045142700615
2013-10-01,282100,44800,0,0.7139389059513269
2013-10-01,282300,54100,0,0.8139878256148407
2013-10-01,282500,51800,0,0.8801138200022283
2013-10-01,282900,45500,0,1.240120589266316
2013-10-01,283200,48000,0,0.4787156040035982
2013-10-01,283500,50900,0,0.8938526092805457
2013-10-01,283600,58400,0,0.577152587955036
2013-10-01,283700,49700,0,0.6785921110420589
2013-10-01,283800,55500,0,0.4614514533809673
2013-10-01,283900,121500,1,0.5311166577165441
2013-10-01,284000,112900,1,1.1321590532815329
2013-10-01,284100,40100,0,0.6404196148705097
2013-10-01,284200,38900,0,0.5200139046712781
2013-10-01,284300,45300,0,0.7327947714441145
2013-10-01,284400,40600,0,0.5132244702226373
2013-10-01,284500,46700,0,0.6447364221433272
2013-10-01,284600,46000,0,0.8723530908953739
2013-10-01,284700,42400,0,0.66781654781418
2013-10-01,284800,40700,0,0.6563550136362643
2013-10-01,284900,40600,0,0.7471111969771687
2013-10-01,285000,38000,0,0.6822941781813648
2013-10-01,285100,44600,0,0.21506973233146198
2013-10-01,285300,77300,1,0.11551192664820653
2013-10-01,285800,45600,0,-0.22818291754626843
2013-10-01,288200,56600,0,0.35673910696860994
2013-10-01,288300,44700,0,0.6296248781464392
2013-10-01,288500,110600,1,0.11306101136378843
2013-10-01,289200,89000,1,0.22380424982795105
2013-10-01,289400,55500,0,0.9527138516657905
2013-10-01,289500,47100,0,0.6378754645127224
2013-10-01,289900,53800,0,0.18461139758307862
2013-10-01,290100,33600,0,-0.06857524749289744
2013-10-01,290300,55600,0,1.3253829747305748
2013-10-01,290500,33600,0,0.47938908402577823
2013-10-01,290600,36600,0,0.32337317468037113
2013-10-01,290700,36000,0,0.14951842401039409
2013-10-01,290800,36500,0,-0.012041129556163101
2013-10-01,291000,39200,0,0.35848563469700523
2013-10-01,291100,29400,0,0.1921336143530786
